reference,nom_article,partie_vetement,produits_coloration,matieres,etape,pourcentage_matieres
500013,leggings de vie super élastique,extérieur,colorants dispersés,nylon,Preparation de fil,23
500013,leggings de vie super élastique,extérieur,colorants dispersés,élasthanne,Distribution,77
500013,leggings de vie super élastique,extérieur,colorants dispersés,élasthanne,Preparation de fil,23
500013,leggings de vie super élastique,extérieur,colorants dispersés,élasthanne,Distribution,77
500013,leggings de vie super élastique,extérieur,colorants dispersés,élasthanne,Preparation de fil,23
500013,leggings de vie super élastique,extérieur,colorants azoïques,nylon,Distribution,77
500013,leggings de vie super élastique,extérieur,colorants azoïques,nylon,Preparation de fil,23
500013,leggings de vie super élastique,extérieur,colorants azoïques,nylon,Distribution,77
500013,leggings de vie super élastique,extérieur,colorants azoïques,nylon,Preparation de fil,23
500013,leggings de vie super élastique,extérieur,colorants azoïques,élasthanne,Distribution,77
500013,leggings de vie super élastique,extérieur,colorants azoïques,élasthanne,Preparation de fil,23
500013,leggings de vie super élastique,extérieur,colorants azoïques,élasthanne,Distribution,77
500013,leggings de vie super élastique,extérieur,colorants azoïques,élasthanne,Preparation de fil,23
500013,leggings de vie super élastique,extérieur,colorants azoïques,nylon,Distribution,77
500013,leggings de vie super élastique,extérieur,colorants azoïques,nylon,Preparation de fil,23
500013,leggings de vie super élastique,extérieur,colorants azoïques,nylon,Distribution,77
500013,leggings de vie super élastique,extérieur,colorants azoïques,nylon,Preparation de fil,23
500013,leggings de vie super élastique,extérieur,colorants azoïques,élasthanne,Distribution,77
500013,leggings de vie super élastique,extérieur,colorants azoïques,élasthanne,Preparation de fil,23
500013,leggings de vie super élastique,extérieur,colorants azoïques,élasthanne,Distribution,77
500013,leggings de vie super élastique,extérieur,colorants azoïques,élasthanne,Preparation de fil,23
500013,leggings de vie super élastique,doublure,colorants dispersés,nylon,Distribution,77
500013,leggings de vie super élastique,doublure,colorants dispersés,nylon,Preparation de fil,23
500013,leggings de vie super élastique,doublure,colorants dispersés,nylon,Distribution,77
500013,leggings de vie super élastique,doublure,colorants dispersés,nylon,Preparation de fil,23
500013,leggings de vie super élastique,doublure,colorants dispersés,élasthanne,Distribution,77
500013,leggings de vie super élastique,doublure,colorants dispersés,élasthanne,Preparation de fil,23
500013,leggings de vie super élastique,doublure,colorants dispersés,élasthanne,Distribution,77
500013,leggings de vie super élastique,doublure,colorants dispersés,élasthanne,Preparation de fil,23
500013,leggings de vie super élastique,doublure,colorants dispersés,nylon,Distribution,77
500013,leggings de vie super élastique,doublure,colorants dispersés,nylon,Preparation de fil,23
500013,leggings de vie super élastique,doublure,colorants dispersés,nylon,Distribution,77
500013,leggings de vie super élastique,doublure,colorants dispersés,nylon,Preparation de fil,23
500013,leggings de vie super élastique,doublure,colorants dispersés,élasthanne,Distribution,77
500013,leggings de vie super élastique,doublure,colorants dispersés,élasthanne,Preparation de fil,23
500013,leggings de vie super élastique,doublure,colorants dispersés,élasthanne,Distribution,77
500013,leggings de vie super élastique,doublure,colorants dispersés,élasthanne,Preparation de fil,23
500013,leggings de vie super élastique,doublure,colorants azoïques,nylon,Distribution,77
500013,leggings de vie super élastique,doublure,colorants azoïques,nylon,Preparation de fil,23
500013,leggings de vie super élastique,doublure,colorants azoïques,nylon,Distribution,77
500013,leggings de vie super élastique,doublure,colorants azoïques,nylon,Preparation de fil,23
500013,leggings de vie super élastique,doublure,colorants azoïques,élasthanne,Distribution,77
500013,leggings de vie super élastique,doublure,colorants azoïques,élasthanne,Preparation de fil,23
500013,leggings de vie super élastique,doublure,colorants azoïques,élasthanne,Distribution,77
500013,leggings de vie super élastique,doublure,colorants azoïques,élasthanne,Preparation de fil,23
500013,leggings de vie super élastique,doublure,colorants azoïques,nylon,Distribution,77
500013,leggings de vie super élastique,doublure,colorants azoïques,nylon,Preparation de fil,23
500013,leggings de vie super élastique,doublure,colorants azoïques,nylon,Distribution,77
500013,leggings de vie super élastique,doublure,colorants azoïques,nylon,Preparation de fil,23
500013,leggings de vie super élastique,doublure,colorants azoïques,élasthanne,Distribution,77
500013,leggings de vie super élastique,doublure,colorants azoïques,élasthanne,Preparation de fil,23
500013,leggings de vie super élastique,doublure,colorants azoïques,élasthanne,Distribution,77
500013,leggings de vie super élastique,doublure,colorants azoïques,élasthanne,Preparation de fil,23
500014,pantalon de course,extérieur,colorants réactifs,lyocell,Assemblée,55
500014,pantalon de course,extérieur,colorants réactifs,lyocell,Préparation de tissu,42
500014,pantalon de course,extérieur,colorants réactifs,lyocell,Preparation de fil,3
500014,pantalon de course,extérieur,colorants réactifs,coton,Assemblée,55
500014,pantalon de course,extérieur,colorants réactifs,coton,Préparation de tissu,42
500014,pantalon de course,extérieur,colorants réactifs,coton,Preparation de fil,3
500014,pantalon de course,extérieur,colorants réactifs,élasthanne,Assemblée,55
500014,pantalon de course,extérieur,colorants réactifs,élasthanne,Préparation de tissu,42
500014,pantalon de course,extérieur,colorants réactifs,élasthanne,Preparation de fil,3
500014,pantalon de course,extérieur,colorants au chrome,lyocell,Assemblée,55
500014,pantalon de course,extérieur,colorants au chrome,lyocell,Préparation de tissu,42
500014,pantalon de course,extérieur,colorants au chrome,lyocell,Preparation de fil,3
500014,pantalon de course,extérieur,colorants au chrome,coton,Assemblée,55
500014,pantalon de course,extérieur,colorants au chrome,coton,Préparation de tissu,42
500014,pantalon de course,extérieur,colorants au chrome,coton,Preparation de fil,3
500014,pantalon de course,extérieur,colorants au chrome,élasthanne,Assemblée,55
500014,pantalon de course,extérieur,colorants au chrome,élasthanne,Préparation de tissu,42
500014,pantalon de course,extérieur,colorants au chrome,élasthanne,Preparation de fil,3
500014,pantalon de course,extérieur,colorants azoïques,lyocell,Assemblée,55
500014,pantalon de course,extérieur,colorants azoïques,lyocell,Préparation de tissu,42
500014,pantalon de course,extérieur,colorants azoïques,lyocell,Preparation de fil,3
500014,pantalon de course,extérieur,colorants azoïques,coton,Assemblée,55
500014,pantalon de course,extérieur,colorants azoïques,coton,Préparation de tissu,42
500014,pantalon de course,extérieur,colorants azoïques,coton,Preparation de fil,3
500014,pantalon de course,extérieur,colorants azoïques,élasthanne,Assemblée,55
500014,pantalon de course,extérieur,colorants azoïques,élasthanne,Préparation de tissu,42
500014,pantalon de course,extérieur,colorants azoïques,élasthanne,Preparation de fil,3
500015,pantalon de jogger ample,extérieur,colorants réactifs,lyocell,Assemblée,65
500015,pantalon de jogger ample,extérieur,colorants réactifs,lyocell,Préparation de tissu,24
500015,pantalon de jogger ample,extérieur,colorants réactifs,lyocell,Distribution,11
500015,pantalon de jogger ample,extérieur,colorants réactifs,coton,Assemblée,65
500015,pantalon de jogger ample,extérieur,colorants réactifs,coton,Préparation de tissu,24
500015,pantalon de jogger ample,extérieur,colorants réactifs,coton,Distribution,11
500015,pantalon de jogger ample,extérieur,colorants réactifs,lin,Assemblée,65
500015,pantalon de jogger ample,extérieur,colorants réactifs,lin,Préparation de tissu,24
500015,pantalon de jogger ample,extérieur,colorants réactifs,lin,Distribution,11
500015,pantalon de jogger ample,extérieur,colorants au chrome,lyocell,Assemblée,65
500015,pantalon de jogger ample,extérieur,colorants au chrome,lyocell,Préparation de tissu,24
500015,pantalon de jogger ample,extérieur,colorants au chrome,lyocell,Distribution,11
500015,pantalon de jogger ample,extérieur,colorants au chrome,coton,Assemblée,65
500015,pantalon de jogger ample,extérieur,colorants au chrome,coton,Préparation de tissu,24
500015,pantalon de jogger ample,extérieur,colorants au chrome,coton,Distribution,11
500015,pantalon de jogger ample,extérieur,colorants au chrome,lin,Assemblée,65
500015,pantalon de jogger ample,extérieur,colorants au chrome,lin,Préparation de tissu,24
500015,pantalon de jogger ample,extérieur,colorants au chrome,lin,Distribution,11
500015,pantalon de jogger ample,extérieur,colorants réactifs,lyocell,Assemblée,65
500015,pantalon de jogger ample,extérieur,colorants réactifs,lyocell,Préparation de tissu,24
500015,pantalon de jogger ample,extérieur,colorants réactifs,lyocell,Distribution,11
500015,pantalon de jogger ample,extérieur,colorants réactifs,coton,Assemblée,65
500015,pantalon de jogger ample,extérieur,colorants réactifs,coton,Préparation de tissu,24
500015,pantalon de jogger ample,extérieur,colorants réactifs,coton,Distribution,11
500015,pantalon de jogger ample,extérieur,colorants réactifs,lin,Assemblée,65
500015,pantalon de jogger ample,extérieur,colorants réactifs,lin,Préparation de tissu,24
500015,pantalon de jogger ample,extérieur,colorants réactifs,lin,Distribution,11
500016,pantalon taille haute,extérieur,colorants dispersés,polyester,Teinture et finition,100
500021,pantalon coupe chino double tissu,extérieur,colorants au chrome,coton,Préparation de tissu,51
500021,pantalon coupe chino double tissu,extérieur,colorants au chrome,coton,Teinture et finition,46
500021,pantalon coupe chino double tissu,extérieur,colorants au chrome,coton,Preparation de fil,3
500021,pantalon coupe chino double tissu,extérieur,colorants au chrome,polyester,Préparation de tissu,51
500021,pantalon coupe chino double tissu,extérieur,colorants au chrome,polyester,Teinture et finition,46
500021,pantalon coupe chino double tissu,extérieur,colorants au chrome,polyester,Preparation de fil,3
500021,pantalon coupe chino double tissu,extérieur,colorants au chrome,élasthanne,Préparation de tissu,51
500021,pantalon coupe chino double tissu,extérieur,colorants au chrome,élasthanne,Teinture et finition,46
500021,pantalon coupe chino double tissu,extérieur,colorants au chrome,élasthanne,Preparation de fil,3
500021,pantalon coupe chino double tissu,extérieur,colorants dispersés,coton,Préparation de tissu,51
500021,pantalon coupe chino double tissu,extérieur,colorants dispersés,coton,Teinture et finition,46
500021,pantalon coupe chino double tissu,extérieur,colorants dispersés,coton,Preparation de fil,3
500021,pantalon coupe chino double tissu,extérieur,colorants dispersés,polyester,Préparation de tissu,51
500021,pantalon coupe chino double tissu,extérieur,colorants dispersés,polyester,Teinture et finition,46
500021,pantalon coupe chino double tissu,extérieur,colorants dispersés,polyester,Preparation de fil,3
500021,pantalon coupe chino double tissu,extérieur,colorants dispersés,élasthanne,Préparation de tissu,51
500021,pantalon coupe chino double tissu,extérieur,colorants dispersés,élasthanne,Teinture et finition,46
500021,pantalon coupe chino double tissu,extérieur,colorants dispersés,élasthanne,Preparation de fil,3
500021,pantalon coupe chino double tissu,extérieur,colorants azoïques,coton,Préparation de tissu,51
500021,pantalon coupe chino double tissu,extérieur,colorants azoïques,coton,Teinture et finition,46
500021,pantalon coupe chino double tissu,extérieur,colorants azoïques,coton,Preparation de fil,3
500021,pantalon coupe chino double tissu,extérieur,colorants azoïques,polyester,Préparation de tissu,51
500021,pantalon coupe chino double tissu,extérieur,colorants azoïques,polyester,Teinture et finition,46
500021,pantalon coupe chino double tissu,extérieur,colorants azoïques,polyester,Preparation de fil,3
500021,pantalon coupe chino double tissu,extérieur,colorants azoïques,élasthanne,Préparation de tissu,51
500021,pantalon coupe chino double tissu,extérieur,colorants azoïques,élasthanne,Teinture et finition,46
500021,pantalon coupe chino double tissu,extérieur,colorants azoïques,élasthanne,Preparation de fil,3
500022,pantalon de course,extérieur,colorants réactifs,lyocell,Assemblée,100
500022,pantalon de course,extérieur,colorants réactifs,lyocell,Préparation de tissu,100
500022,pantalon de course,extérieur,colorants réactifs,coton,Assemblée,100
500022,pantalon de course,extérieur,colorants réactifs,coton,Préparation de tissu,100
500022,pantalon de course,doublure,colorants au chrome,lyocell,Assemblée,100
500022,pantalon de course,doublure,colorants au chrome,lyocell,Préparation de tissu,100
500022,pantalon de course,doublure,colorants au chrome,coton,Assemblée,100
500022,pantalon de course,doublure,colorants au chrome,coton,Préparation de tissu,100
500023,pantalon de course,extérieur,colorants dispersés,polyester,Teinture et finition,100
500024,pantalon culotte avec ceinture,extérieur,colorants dispersés,polyester,Teinture et finition,62
500024,pantalon culotte avec ceinture,extérieur,colorants dispersés,polyester, Production de fibres,36
500024,pantalon culotte avec ceinture,extérieur,colorants dispersés,polyester,Preparation de fil,2
500024,pantalon culotte avec ceinture,extérieur,colorants dispersés, viscose,Teinture et finition,62
500024,pantalon culotte avec ceinture,extérieur,colorants dispersés, viscose, Production de fibres,36
500024,pantalon culotte avec ceinture,extérieur,colorants dispersés, viscose,Preparation de fil,2
500024,pantalon culotte avec ceinture,extérieur,colorants dispersés,élasthanne,Teinture et finition,62
500024,pantalon culotte avec ceinture,extérieur,colorants dispersés,élasthanne, Production de fibres,36
500024,pantalon culotte avec ceinture,extérieur,colorants dispersés,élasthanne,Preparation de fil,2
500024,pantalon culotte avec ceinture,extérieur,colorants acides,polyester,Teinture et finition,62
500024,pantalon culotte avec ceinture,extérieur,colorants acides,polyester, Production de fibres,36
500024,pantalon culotte avec ceinture,extérieur,colorants acides,polyester,Preparation de fil,2
500024,pantalon culotte avec ceinture,extérieur,colorants acides, viscose,Teinture et finition,62
500024,pantalon culotte avec ceinture,extérieur,colorants acides, viscose, Production de fibres,36
500024,pantalon culotte avec ceinture,extérieur,colorants acides, viscose,Preparation de fil,2
500024,pantalon culotte avec ceinture,extérieur,colorants acides,élasthanne,Teinture et finition,62
500024,pantalon culotte avec ceinture,extérieur,colorants acides,élasthanne, Production de fibres,36
500024,pantalon culotte avec ceinture,extérieur,colorants acides,élasthanne,Preparation de fil,2
500024,pantalon culotte avec ceinture,extérieur,colorants azoïques,polyester,Teinture et finition,62
500024,pantalon culotte avec ceinture,extérieur,colorants azoïques,polyester, Production de fibres,36
500024,pantalon culotte avec ceinture,extérieur,colorants azoïques,polyester,Preparation de fil,2
500024,pantalon culotte avec ceinture,extérieur,colorants azoïques, viscose,Teinture et finition,62
500024,pantalon culotte avec ceinture,extérieur,colorants azoïques, viscose, Production de fibres,36
500024,pantalon culotte avec ceinture,extérieur,colorants azoïques, viscose,Preparation de fil,2
500024,pantalon culotte avec ceinture,extérieur,colorants azoïques,élasthanne,Teinture et finition,62
500024,pantalon culotte avec ceinture,extérieur,colorants azoïques,élasthanne, Production de fibres,36
500024,pantalon culotte avec ceinture,extérieur,colorants azoïques,élasthanne,Preparation de fil,2
500025,pantalon de costume texturé,extérieur,colorants dispersés,polyester,Teinture et finition,67
500025,pantalon de costume texturé,extérieur,colorants dispersés,polyester, Production de fibres,29
500025,pantalon de costume texturé,extérieur,colorants dispersés,polyester,Preparation de fil,4
500025,pantalon de costume texturé,extérieur,colorants dispersés, viscose,Teinture et finition,67
500025,pantalon de costume texturé,extérieur,colorants dispersés, viscose, Production de fibres,29
500025,pantalon de costume texturé,extérieur,colorants dispersés, viscose,Preparation de fil,4
500025,pantalon de costume texturé,extérieur,colorants dispersés,élasthanne,Teinture et finition,67
500025,pantalon de costume texturé,extérieur,colorants dispersés,élasthanne, Production de fibres,29
500025,pantalon de costume texturé,extérieur,colorants dispersés,élasthanne,Preparation de fil,4
500025,pantalon de costume texturé,extérieur,colorants acides,polyester,Teinture et finition,67
500025,pantalon de costume texturé,extérieur,colorants acides,polyester, Production de fibres,29
500025,pantalon de costume texturé,extérieur,colorants acides,polyester,Preparation de fil,4
500025,pantalon de costume texturé,extérieur,colorants acides, viscose,Teinture et finition,67
500025,pantalon de costume texturé,extérieur,colorants acides, viscose, Production de fibres,29
500025,pantalon de costume texturé,extérieur,colorants acides, viscose,Preparation de fil,4
500025,pantalon de costume texturé,extérieur,colorants acides,élasthanne,Teinture et finition,67
500025,pantalon de costume texturé,extérieur,colorants acides,élasthanne, Production de fibres,29
500025,pantalon de costume texturé,extérieur,colorants acides,élasthanne,Preparation de fil,4
500025,pantalon de costume texturé,extérieur,colorants azoïques,polyester,Teinture et finition,67
500025,pantalon de costume texturé,extérieur,colorants azoïques,polyester, Production de fibres,29
500025,pantalon de costume texturé,extérieur,colorants azoïques,polyester,Preparation de fil,4
500025,pantalon de costume texturé,extérieur,colorants azoïques, viscose,Teinture et finition,67
500025,pantalon de costume texturé,extérieur,colorants azoïques, viscose, Production de fibres,29
500025,pantalon de costume texturé,extérieur,colorants azoïques, viscose,Preparation de fil,4
500025,pantalon de costume texturé,extérieur,colorants azoïques,élasthanne,Teinture et finition,67
500025,pantalon de costume texturé,extérieur,colorants azoïques,élasthanne, Production de fibres,29
500025,pantalon de costume texturé,extérieur,colorants azoïques,élasthanne,Preparation de fil,4
500026,pantalon de costume à carreaux,extérieur,colorants dispersés,polyester,Teinture et finition,67
500026,pantalon de costume à carreaux,extérieur,colorants dispersés,polyester, Production de fibres,31
500026,pantalon de costume à carreaux,extérieur,colorants dispersés,polyester,Preparation de fil,2
500026,pantalon de costume à carreaux,extérieur,colorants dispersés, viscose,Teinture et finition,67
500026,pantalon de costume à carreaux,extérieur,colorants dispersés, viscose, Production de fibres,31
500026,pantalon de costume à carreaux,extérieur,colorants dispersés, viscose,Preparation de fil,2
500026,pantalon de costume à carreaux,extérieur,colorants dispersés,élasthanne,Teinture et finition,67
500026,pantalon de costume à carreaux,extérieur,colorants dispersés,élasthanne, Production de fibres,31
500026,pantalon de costume à carreaux,extérieur,colorants dispersés,élasthanne,Preparation de fil,2
500026,pantalon de costume à carreaux,extérieur,colorants acides,polyester,Teinture et finition,67
500026,pantalon de costume à carreaux,extérieur,colorants acides,polyester, Production de fibres,31
500026,pantalon de costume à carreaux,extérieur,colorants acides,polyester,Preparation de fil,2
500026,pantalon de costume à carreaux,extérieur,colorants acides, viscose,Teinture et finition,67
500026,pantalon de costume à carreaux,extérieur,colorants acides, viscose, Production de fibres,31
500026,pantalon de costume à carreaux,extérieur,colorants acides, viscose,Preparation de fil,2
500026,pantalon de costume à carreaux,extérieur,colorants acides,élasthanne,Teinture et finition,67
500026,pantalon de costume à carreaux,extérieur,colorants acides,élasthanne, Production de fibres,31
500026,pantalon de costume à carreaux,extérieur,colorants acides,élasthanne,Preparation de fil,2
500026,pantalon de costume à carreaux,extérieur,colorants azoïques,polyester,Teinture et finition,67
500026,pantalon de costume à carreaux,extérieur,colorants azoïques,polyester, Production de fibres,31
500026,pantalon de costume à carreaux,extérieur,colorants azoïques,polyester,Preparation de fil,2
500026,pantalon de costume à carreaux,extérieur,colorants azoïques, viscose,Teinture et finition,67
500026,pantalon de costume à carreaux,extérieur,colorants azoïques, viscose, Production de fibres,31
500026,pantalon de costume à carreaux,extérieur,colorants azoïques, viscose,Preparation de fil,2
500026,pantalon de costume à carreaux,extérieur,colorants azoïques,élasthanne,Teinture et finition,67
500026,pantalon de costume à carreaux,extérieur,colorants azoïques,élasthanne, Production de fibres,31
500026,pantalon de costume à carreaux,extérieur,colorants azoïques,élasthanne,Preparation de fil,2
500027,pantalon avec ceinture en raphia,extérieur,colorants dispersés,polyester,Teinture et finition,100
500028,pantalon de jogging zw,extérieur,colorants réactifs,lyocell,Assemblée,55
500028,pantalon de jogging zw,extérieur,colorants réactifs,lyocell,Préparation de tissu,42
500028,pantalon de jogging zw,extérieur,colorants réactifs,lyocell,Preparation de fil,3
500028,pantalon de jogging zw,extérieur,colorants réactifs,lyocell,Préparation de tissu,100
500028,pantalon de jogging zw,extérieur,colorants réactifs,coton,Assemblée,55
500028,pantalon de jogging zw,extérieur,colorants réactifs,coton,Préparation de tissu,42
500028,pantalon de jogging zw,extérieur,colorants réactifs,coton,Preparation de fil,3
500028,pantalon de jogging zw,extérieur,colorants réactifs,coton,Préparation de tissu,100
500028,pantalon de jogging zw,extérieur,colorants réactifs,élasthanne,Assemblée,55
500028,pantalon de jogging zw,extérieur,colorants réactifs,élasthanne,Préparation de tissu,42
500028,pantalon de jogging zw,extérieur,colorants réactifs,élasthanne,Preparation de fil,3
500028,pantalon de jogging zw,extérieur,colorants réactifs,élasthanne,Préparation de tissu,100
500028,pantalon de jogging zw,extérieur,colorants réactifs,coton,Assemblée,55
500028,pantalon de jogging zw,extérieur,colorants réactifs,coton,Préparation de tissu,42
500028,pantalon de jogging zw,extérieur,colorants réactifs,coton,Preparation de fil,3
500028,pantalon de jogging zw,extérieur,colorants réactifs,coton,Préparation de tissu,100
500028,pantalon de jogging zw,extérieur,colorants au chrome,lyocell,Assemblée,55
500028,pantalon de jogging zw,extérieur,colorants au chrome,lyocell,Préparation de tissu,42
500028,pantalon de jogging zw,extérieur,colorants au chrome,lyocell,Preparation de fil,3
500028,pantalon de jogging zw,extérieur,colorants au chrome,lyocell,Préparation de tissu,100
500028,pantalon de jogging zw,extérieur,colorants au chrome,coton,Assemblée,55
500028,pantalon de jogging zw,extérieur,colorants au chrome,coton,Préparation de tissu,42
500028,pantalon de jogging zw,extérieur,colorants au chrome,coton,Preparation de fil,3
500028,pantalon de jogging zw,extérieur,colorants au chrome,coton,Préparation de tissu,100
500028,pantalon de jogging zw,extérieur,colorants au chrome,élasthanne,Assemblée,55
500028,pantalon de jogging zw,extérieur,colorants au chrome,élasthanne,Préparation de tissu,42
500028,pantalon de jogging zw,extérieur,colorants au chrome,élasthanne,Preparation de fil,3
500028,pantalon de jogging zw,extérieur,colorants au chrome,élasthanne,Préparation de tissu,100
500028,pantalon de jogging zw,extérieur,colorants au chrome,coton,Assemblée,55
500028,pantalon de jogging zw,extérieur,colorants au chrome,coton,Préparation de tissu,42
500028,pantalon de jogging zw,extérieur,colorants au chrome,coton,Preparation de fil,3
500028,pantalon de jogging zw,extérieur,colorants au chrome,coton,Préparation de tissu,100
500028,pantalon de jogging zw,extérieur,colorants azoïques,lyocell,Assemblée,55
500028,pantalon de jogging zw,extérieur,colorants azoïques,lyocell,Préparation de tissu,42
500028,pantalon de jogging zw,extérieur,colorants azoïques,lyocell,Preparation de fil,3
500028,pantalon de jogging zw,extérieur,colorants azoïques,lyocell,Préparation de tissu,100
500028,pantalon de jogging zw,extérieur,colorants azoïques,coton,Assemblée,55
500028,pantalon de jogging zw,extérieur,colorants azoïques,coton,Préparation de tissu,42
500028,pantalon de jogging zw,extérieur,colorants azoïques,coton,Preparation de fil,3
500028,pantalon de jogging zw,extérieur,colorants azoïques,coton,Préparation de tissu,100
500028,pantalon de jogging zw,extérieur,colorants azoïques,élasthanne,Assemblée,55
500028,pantalon de jogging zw,extérieur,colorants azoïques,élasthanne,Préparation de tissu,42
500028,pantalon de jogging zw,extérieur,colorants azoïques,élasthanne,Preparation de fil,3
500028,pantalon de jogging zw,extérieur,colorants azoïques,élasthanne,Préparation de tissu,100
500028,pantalon de jogging zw,extérieur,colorants azoïques,coton,Assemblée,55
500028,pantalon de jogging zw,extérieur,colorants azoïques,coton,Préparation de tissu,42
500028,pantalon de jogging zw,extérieur,colorants azoïques,coton,Preparation de fil,3
500028,pantalon de jogging zw,extérieur,colorants azoïques,coton,Préparation de tissu,100
500028,pantalon de jogging zw,doublure,colorants au chrome,lyocell,Assemblée,55
500028,pantalon de jogging zw,doublure,colorants au chrome,lyocell,Préparation de tissu,42
500028,pantalon de jogging zw,doublure,colorants au chrome,lyocell,Preparation de fil,3
500028,pantalon de jogging zw,doublure,colorants au chrome,lyocell,Préparation de tissu,100
500028,pantalon de jogging zw,doublure,colorants au chrome,coton,Assemblée,55
500028,pantalon de jogging zw,doublure,colorants au chrome,coton,Préparation de tissu,42
500028,pantalon de jogging zw,doublure,colorants au chrome,coton,Preparation de fil,3
500028,pantalon de jogging zw,doublure,colorants au chrome,coton,Préparation de tissu,100
500028,pantalon de jogging zw,doublure,colorants au chrome,élasthanne,Assemblée,55
500028,pantalon de jogging zw,doublure,colorants au chrome,élasthanne,Préparation de tissu,42
500028,pantalon de jogging zw,doublure,colorants au chrome,élasthanne,Preparation de fil,3
500028,pantalon de jogging zw,doublure,colorants au chrome,élasthanne,Préparation de tissu,100
500028,pantalon de jogging zw,doublure,colorants au chrome,coton,Assemblée,55
500028,pantalon de jogging zw,doublure,colorants au chrome,coton,Préparation de tissu,42
500028,pantalon de jogging zw,doublure,colorants au chrome,coton,Preparation de fil,3
500028,pantalon de jogging zw,doublure,colorants au chrome,coton,Préparation de tissu,100
500029,pantalon taille haute avec ceinture,extérieur,colorants dispersés,polyester,Teinture et finition,76
500029,pantalon taille haute avec ceinture,extérieur,colorants dispersés,polyester, Production de fibres,17
500029,pantalon taille haute avec ceinture,extérieur,colorants dispersés,polyester,Preparation de fil,7
500029,pantalon taille haute avec ceinture,extérieur,colorants dispersés, viscose,Teinture et finition,76
500029,pantalon taille haute avec ceinture,extérieur,colorants dispersés, viscose, Production de fibres,17
500029,pantalon taille haute avec ceinture,extérieur,colorants dispersés, viscose,Preparation de fil,7
500029,pantalon taille haute avec ceinture,extérieur,colorants dispersés,élasthanne,Teinture et finition,76
500029,pantalon taille haute avec ceinture,extérieur,colorants dispersés,élasthanne, Production de fibres,17
500029,pantalon taille haute avec ceinture,extérieur,colorants dispersés,élasthanne,Preparation de fil,7
500029,pantalon taille haute avec ceinture,extérieur,colorants acides,polyester,Teinture et finition,76
500029,pantalon taille haute avec ceinture,extérieur,colorants acides,polyester, Production de fibres,17
500029,pantalon taille haute avec ceinture,extérieur,colorants acides,polyester,Preparation de fil,7
500029,pantalon taille haute avec ceinture,extérieur,colorants acides, viscose,Teinture et finition,76
500029,pantalon taille haute avec ceinture,extérieur,colorants acides, viscose, Production de fibres,17
500029,pantalon taille haute avec ceinture,extérieur,colorants acides, viscose,Preparation de fil,7
500029,pantalon taille haute avec ceinture,extérieur,colorants acides,élasthanne,Teinture et finition,76
500029,pantalon taille haute avec ceinture,extérieur,colorants acides,élasthanne, Production de fibres,17
500029,pantalon taille haute avec ceinture,extérieur,colorants acides,élasthanne,Preparation de fil,7
500029,pantalon taille haute avec ceinture,extérieur,colorants azoïques,polyester,Teinture et finition,76
500029,pantalon taille haute avec ceinture,extérieur,colorants azoïques,polyester, Production de fibres,17
500029,pantalon taille haute avec ceinture,extérieur,colorants azoïques,polyester,Preparation de fil,7
500029,pantalon taille haute avec ceinture,extérieur,colorants azoïques, viscose,Teinture et finition,76
500029,pantalon taille haute avec ceinture,extérieur,colorants azoïques, viscose, Production de fibres,17
500029,pantalon taille haute avec ceinture,extérieur,colorants azoïques, viscose,Preparation de fil,7
500029,pantalon taille haute avec ceinture,extérieur,colorants azoïques,élasthanne,Teinture et finition,76
500029,pantalon taille haute avec ceinture,extérieur,colorants azoïques,élasthanne, Production de fibres,17
500029,pantalon taille haute avec ceinture,extérieur,colorants azoïques,élasthanne,Preparation de fil,7
500030,pantalon taille haute avec ceinture,extérieur,colorants dispersés,polyester,Teinture et finition,76
500030,pantalon taille haute avec ceinture,extérieur,colorants dispersés,polyester, Production de fibres,17
500030,pantalon taille haute avec ceinture,extérieur,colorants dispersés,polyester,Preparation de fil,7
500030,pantalon taille haute avec ceinture,extérieur,colorants dispersés, viscose,Teinture et finition,76
500030,pantalon taille haute avec ceinture,extérieur,colorants dispersés, viscose, Production de fibres,17
500030,pantalon taille haute avec ceinture,extérieur,colorants dispersés, viscose,Preparation de fil,7
500030,pantalon taille haute avec ceinture,extérieur,colorants dispersés,élasthanne,Teinture et finition,76
500030,pantalon taille haute avec ceinture,extérieur,colorants dispersés,élasthanne, Production de fibres,17
500030,pantalon taille haute avec ceinture,extérieur,colorants dispersés,élasthanne,Preparation de fil,7
500030,pantalon taille haute avec ceinture,extérieur,colorants acides,polyester,Teinture et finition,76
500030,pantalon taille haute avec ceinture,extérieur,colorants acides,polyester, Production de fibres,17
500030,pantalon taille haute avec ceinture,extérieur,colorants acides,polyester,Preparation de fil,7
500030,pantalon taille haute avec ceinture,extérieur,colorants acides, viscose,Teinture et finition,76
500030,pantalon taille haute avec ceinture,extérieur,colorants acides, viscose, Production de fibres,17
500030,pantalon taille haute avec ceinture,extérieur,colorants acides, viscose,Preparation de fil,7
500030,pantalon taille haute avec ceinture,extérieur,colorants acides,élasthanne,Teinture et finition,76
500030,pantalon taille haute avec ceinture,extérieur,colorants acides,élasthanne, Production de fibres,17
500030,pantalon taille haute avec ceinture,extérieur,colorants acides,élasthanne,Preparation de fil,7
500030,pantalon taille haute avec ceinture,extérieur,colorants azoïques,polyester,Teinture et finition,76
500030,pantalon taille haute avec ceinture,extérieur,colorants azoïques,polyester, Production de fibres,17
